smiles,antibiotic_activity,mol_weight,clogp,clogp_6.5
COc1cccc(S(=O)(=O)N2C[C@H](O)COC[C@@H]3O[C@@H](CC(=O)N4CCN(C)CC4)CC[C@H]32)c1,0,497.614,0.1573,0
COc1ccc([Si](C)(C)[C@@H]2[C@@H](CC(=O)N3Cc4ccccc4C[C@H]3CO)O[C@]3(C(=O)N(Cc4ccc(N5CCC5=O)cc4)c4ccccc43)[C@H]2C)cc1,0,729.95,5.5306,0
COc1ccc(S(=O)(=O)N2C[C@H](O)COC[C@@H]3O[C@@H](CC(=O)NCc4ccc(Cl)c(Cl)c4)CC[C@H]32)cc1,0,573.495,3.0065,0
COc1ccc([Si](C)(C)[C@@H]2[C@@H](CC(=O)N3CCC[C@H]3CO)O[C@]3(C(=O)N(Cc4cccc(N5C(=O)c6cccc7cccc5c67)c4)c4ccccc43)[C@H]2C)cc1,0,765.983,7.2765,1
O=C1CCc2c(ccc3ccccc23)O1,0,198.221,2.6914,0
COc1ccc([Si](C)(C)[C@H]2[C@H](CC(=O)N3Cc4ccccc4C[C@H]3CO)O[C@@]3(C(=O)N(Cc4ccc(N5C(=O)c6cccc7cccc5c67)cc4)c4ccccc43)[C@@H]2C)cc1,0,828.054,8.239,1
CN1CCN(C(=O)C[C@@H]2CC[C@@H]3[C@H](COC[C@@H](O)CN3Cc3ccc4c(c3)OCO4)O2)CC1,0,461.559,0.6887,0
COc1ccc([Si](C)(C)[C@@H]2[C@@H](CC(=O)N3Cc4ccccc4C[C@H]3CO)O[C@]3(C(=O)N(Cc4cccc(N5C(=O)c6cccc7cccc5c67)c4)c4ccccc43)[C@H]2C)cc1,0,828.054,8.239,1
COc1cccc(S(=O)(=O)N2C[C@H](O)COC[C@@H]3O[C@H](CC(=O)N4CCN(C)CC4)CC[C@H]32)c1,0,497.614,0.1573,0
COc1ccc(C(=O)Nc2ccc(CN3C(=O)[C@]4(O[C@H](CC(=O)N5CCC[C@H]5CO)[C@@H]([Si](C)(C)c5ccc(OC)cc5)[C@@H]4C)c4ccccc43)cc2)cc1,0,747.965,6.0923,0
O=C(C[C@@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2C(=O)Nc2ccc(F)cc2)O1)NCCCN1CCOCC1,0,508.591,1.1955,0
COc1ccc([Si](C)(C)[C@@H]2[C@@H](CC(=O)N3Cc4ccccc4C[C@H]3CO)O[C@]3(C(=O)N(Cc4ccc(N5C(=O)c6cccc7cccc5c67)cc4)c4ccccc43)[C@H]2C)cc1,0,828.054,8.239,1
Cc1cccc(S(=O)(=O)N2C[C@@H](O)COC[C@H]3O[C@H](CC(=O)NCc4ccc5c(c4)OCO5)CC[C@@H]32)c1,0,532.615,1.72822,0
COc1ccc([Si](C)(C)[C@@H]2[C@@H](CC(=O)N3Cc4ccccc4C[C@H]3CO)O[C@]3(C(=O)N(Cc4cccc(N5CCC5=O)c4)c4ccccc43)[C@H]2C)cc1,0,729.95,5.5306,0
Cn1cnc(S(=O)(=O)N2C[C@H](O)COC[C@H]3O[C@@H](CC(=O)NC4Cc5ccccc5C4)CC[C@@H]32)c1,0,504.609,0.3918,0
COc1ccc([Si](C)(C)[C@@H]2[C@@H](CC(=O)N(CCO)Cc3ccccc3)O[C@]3(C(=O)N(Cc4ccc(N5CCC5=O)cc4)c4ccccc43)[C@H]2C)cc1,0,717.939,5.6059,0
Cn1cnc(S(=O)(=O)N2C[C@@H](O)COC[C@@H]3O[C@@H](CC(=O)N4CCN(c5ccccc5)CC4)CC[C@H]32)c1,0,533.651,0.457,0
C[C@H]1C=C(CCCO)C/C(=N/P(=O)(Oc2ccccc2)Oc2ccccc2)N1Cc1cccc(OC(F)(F)F)c1,0,574.536,7.5429,1
C[C@@]12CC[C@@H]3[C@@](COC(=O)c4ccccc4)(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O1)O[C@]3(O)C2,0,482.482,-0.9674,0
CN1C(=O)[C@H]2[C@H](C1=O)[C@@H]1C(c3ccc(CO)cc3)=C[C@H]2N(Cc2cccc(OC(F)(F)F)c2)[C@H]1c1cccs1,0,554.59,5.0089,0
CC[C@@H](C)C(=O)O[C@H]1[C@@H]2CC3=C4CC(=O)O[C@@H](c5ccoc5)[C@]4(C)CC[C@@H]3[C@@](C)(C2=O)[C@@H](CC(=O)OC)C1(C)C,0,554.68,5.7528,0
COCCNC(=O)C[C@H]1C[C@@H]2c3cc(NC(=O)COC)ccc3O[C@@H]2[C@H](CO)O1,0,408.451,0.4186,0
Cc1ccc(S(=O)(=O)N2C[C@H](O)COC[C@@H]3O[C@@H](CC(=O)N[C@H]4CCN(Cc5ccccc5)C4)CC[C@H]32)cc1,0,557.713,2.07382,0
COCCNC(=O)C[C@@H]1C[C@@H]2c3cc(NC(=O)COC)ccc3O[C@@H]2[C@H](CO)O1,0,408.451,0.4186,0
Cn1cnc(CCNC(=O)C[C@H]2CC[C@H]3[C@@H](COC[C@H](O)CN3C(=O)C3CC3)O2)c1,0,420.51,0.0148,0
O=C(NCCO)c1nc(NCCO)c2ccccc2n1,0,276.296,-0.2439,0
CCCNC(=O)N1C[C@H](O)COC[C@H]2O[C@@H](CC(=O)N3CCOCC3)CC[C@@H]21,0,399.488,-0.0358,0
C[C@H]1CN([C@H](C)CO)C(=O)CCCn2nncc2CO[C@@H]1CN(C)C(=O)Nc1ccnc(N2CCOCC2)c1,0,544.657,1.1981,0
CNC(=O)C[C@@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2C(=O)c2ccccn2)O1,0,363.414,-0.0328,0
COC(=O)CCCCCCC(=O)Nc1ccc([C@H]2O[C@@H](CSc3nc4ccccc4s3)C[C@H](c3ccccc3)O2)cc1,0,604.794,8.0861,1
CCCNC(=O)N1C[C@@H](O)COC[C@@H]2O[C@@H](CC(=O)N3CCOCC3)CC[C@H]21,0,399.488,-0.0358,0
C=CCN1C(=O)[C@]2(O[C@H](CCO)[C@@H]([Si](C)(C)c3ccc(OC)cc3)[C@@H]2C)c2cc(NC(=O)[C@H](C)O)ccc21,1,538.717,3.1455,0
CNC(=O)C[C@@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2C(=O)c2ccccn2)O1,0,363.414,-0.0328,0
COC(=O)c1c2oc(c1C(=O)OC)C(=O)N(C)Cc1cn(nn1)C[C@H](Cc1ccccc1)NC(=O)N[C@H](CO)CC2,0,568.587,0.9341,0
CN1CCN(C(=O)C[C@H]2CC[C@@H]3[C@H](COC[C@H](O)CN3C(=O)Nc3cc(Cl)cc(Cl)c3)O2)CC1,0,515.438,2.2987,0
CC(C)NC(=O)[C@@]1(C)c2ccccc2C(=O)N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H]1c1ccc(CO)cc1,0,578.553,6.3961,0
COCCNC(=O)C[C@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2S(=O)(=O)c2ccccc2C)O1,0,456.561,0.44572,0
CC(C)N1C(=O)[C@@]2(Cc3ccccc31)c1ccccc1C(=O)N(Cc1ccccc1Cl)[C@H]2c1ccc(CO)cc1,0,551.086,6.4651,0
CN1CCN(C(=O)C[C@@H]2CC[C@H]3[C@@H](COC[C@@H](O)CN3C(=O)Nc3cc(Cl)cc(Cl)c3)O2)CC1,0,515.438,2.2987,0
C[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)/C=N/NC(=O)c1cccc(C(=O)NO)c1,0,341.32,-2.0153,0
Cc1cccc(S(=O)(=O)N2C[C@H](O)COC[C@H]3O[C@H](CC(=O)NCCCN4CCOCC4)CC[C@@H]32)c1,0,525.668,0.52162,0
O=C(NO)c1cccc(C(=O)N/N=C/[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)O)c1,0,371.302,-2.9506,0
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(Cl)cc2)OCc2cnnn2CCCC1=O,0,514.048,1.7767,0
O=C(NO)c1cccc(C(=O)N/N=C/[C@H](O)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)CO)c1,0,519.46,-5.2187,0
CCCNC(=O)N1C[C@H](O)COC[C@H]2O[C@H](CC(=O)N3CCOCC3)CC[C@@H]21,0,399.488,-0.0358,0
O=P(/N=C1/CC(CCCO)=C[C@@H](C2CC2)N1Cc1cccc(OC(F)(F)F)c1)(Oc1ccccc1)Oc1ccccc1,1,600.574,7.933,1
C=C(C)[C@H]1CN[C@H](C(=O)O)[C@@H]1CC(=O)O,0,213.233,0.326,0
COc1ccc(C(=O)Nc2cccc(CN3C(=O)[C@@]4(O[C@@H](CC(=O)N(CCO)Cc5ccccc5)[C@H]([Si](C)(C)c5ccc(OC)cc5)[C@H]4C)c4ccccc43)c2)cc1,0,798.025,7.1301,1
C=C(NC(=O)C(=C)NC(=O)c1csc(C2=N[C@@H]3c4csc(n4)[C@@H]4NC(=O)c5csc(n5)[C@H](C(C)(O)[C@@H](C)O)NC(=O)[C@H]5CSC(=N5)/C(=C/C)NC(=O)[C@H]([C@@H](C)O)NC(=O)c5csc(n5)[C@]3(CC2)NC(=O)[C@@H](C)NC(=O)C(=C)NC(=O)[C@@H](C)NC(=O)[C@@H]([C@H](C)CC)N[C@H]2C=Cc3c([C@@H](C)O)cc(nc3[C@@H]2O)C(=O)O[C@H]4C)n1)C(N)=O,0,1664.922,0.7739,0
COc1ccc([Si](C)(C)[C@H]2[C@H](CC(=O)N(CCO)Cc3ccccc3)O[C@@]3(C(=O)N(Cc4cccc(N5CCCCC5=O)c4)c4ccccc43)[C@@H]2C)cc1,0,745.993,6.3861,0
COC(=O)C[C@@H]1C(C)(C)[C@H](OC(C)=O)[C@@H]2[C@@H](OC(C)=O)[C@]34O[C@@]2(O)[C@]1(C)[C@H]3CC[C@]1(C)C4=CC(=O)O[C@H]1c1ccoc1,0,586.634,3.3964,0
COc1ccc(C(=O)Nc2ccc(CN3C(=O)[C@@]4(O[C@@H](CC(=O)N5CCC[C@H]5CO)[C@H]([Si](C)(C)c5ccc(OC)cc5)[C@H]4C)c4ccccc43)cc2)cc1,0,747.965,6.0923,0
Cc1ccc(S(=O)(=O)N(C)C[C@H]2Oc3cc(Br)ccc3S(=O)(=O)N([C@H](C)CO)C[C@H]2C)cc1,0,561.52,2.84682,0
COc1ccc([Si](C)(C)[C@H]2[C@H](CC(=O)N3CCC[C@H]3CO)O[C@@]3(C(=O)N(Cc4cccc(N5C(=O)COc6ccccc65)c4)c4ccccc43)[C@@H]2C)cc1,0,745.949,5.8885,0
COc1cccc(NC(=O)N2C[C@@H](O)COC[C@H]3O[C@H](CC(=O)NCc4ccccc4F)CC[C@@H]32)c1,0,501.555,2.682,0
COc1ccc([Si](C)(C)[C@H]2[C@H](CC(=O)N3Cc4ccccc4C[C@H]3CO)O[C@@]3(C(=O)N(Cc4cccc(N5C(=O)c6cccc7cccc5c67)c4)c4ccccc43)[C@@H]2C)cc1,0,828.054,8.239,1
C[C@H]1CN([C@@H](C)CO)C(=O)CCCn2nncc2CO[C@@H]1CN(C)C(=O)Oc1cccc2ccccc12,0,509.607,3.0866,0
COc1ccc([Si](C)(C)[C@@H]2[C@@H](CCn3cc([C@H](O)c4ccccc4)nn3)O[C@]3(C(=O)N(C)c4c(Br)cc(C)cc43)[C@H]2C)cc1,0,675.7,5.72202,0
CCCNC(=O)N1C[C@@H](O)COC[C@@H]2O[C@@H](CC(=O)N3CCN(C)CC3)CC[C@H]21,0,412.531,-0.1206,0
COc1ccccc1CN1C(=O)c2ccccc2[C@@]2(Cc3ccccc3N(C3CC3)C2=O)[C@@H]1c1ccc(CO)cc1,0,544.651,5.5743,0
O=C(C[C@H]1C[C@@H]2c3cc(NC(=O)C4CCOCC4)ccc3O[C@@H]2[C@H](CO)O1)NCc1cc(F)ccc1F,0,516.541,3.0308,0
COc1ccc(C(=O)Nc2cccc(CN3C(=O)[C@@]4(O[C@@H](CC(=O)N5CCC[C@H]5CO)[C@H]([Si](C)(C)c5ccc(OC)cc5)[C@H]4C)c4ccccc43)c2)cc1,0,747.965,6.0923,0
CN1C(=O)c2cc(NC(=O)C3CCCC3)ccc2OC[C@@H]2O[C@@H](CC(=O)NCCc3ccncc3)CC[C@H]21,0,520.63,3.3399,0
COc1ccc([Si](C)(C)[C@H]2[C@H](CC(=O)N3CCC[C@H]3CO)O[C@@]3(C(=O)N(Cc4cccc(N5CCCCC5=O)c4)c4ccccc43)[C@@H]2C)cc1,0,695.933,5.3483,0
COc1ccc([Si](C)(C)[C@@H]2[C@@H](CC(=O)N3CCC[C@H]3CO)O[C@]3(C(=O)N(Cc4cccc(N5CCCCC5=O)c4)c4ccccc43)[C@H]2C)cc1,0,695.933,5.3483,0
COCCOC(=O)N1C(=O)[C@@]2(c3cc(C#CCCO)ccc31)[C@H](c1ccccc1OCCO)N1[C@H](c3ccccc3)[C@H](c3ccccc3)OC(=O)[C@H]1[C@@H]2C(=O)N1CCc2cc(OC)c(OC)cc2C1,0,936.027,5.8422,0
COc1ccc([Si](C)(C)[C@H]2[C@H](CC(=O)N3Cc4ccccc4C[C@H]3CO)O[C@@]3(C(=O)N(Cc4ccc(N5CCOC5=O)cc4)c4ccccc43)[C@@H]2C)cc1,0,745.949,5.7505,0
O=C1O[C@H](c2ccccc2)[C@H](c2ccccc2)N2[C@H]1[C@@H](C(=O)Nc1nc3ccccc3s1)[C@]1(C(=O)Nc3ccc(C#CC4(O)CCCCCC4)cc31)[C@H]2c1ccccc1OCCO,0,859.017,8.0139,1
O=C(NO)c1cccc(C(=O)N/N=C/c2cc(I)cc(I)c2O)c1,1,551.078,2.4843,0
NC(=O)[C@@]1(CCS(=O)(=O)c2ccccc2)N=C(c2ccc(OCCCO)cc2)O[C@H]1c1ccccc1,0,508.596,3.054,0
O=C(NO)c1cccc(C(=O)N/N=C/[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c1,0,519.46,-5.2187,0
COc1ccc(CCN2C(=O)[C@@]3(Cc4ccccc42)c2ccccc2C(=O)N(C2CCCCC2)[C@H]3c2ccc(CO)cc2)cc1,0,600.759,6.7871,1
O=C(CCCCCC(=O)N/N=C/[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)NO,0,351.356,-3.0198,0
Cc1ccccc1S(=O)(=O)N1C[C@@H](O)COC[C@H]2O[C@H](CC(=O)NCc3ccccc3Cl)CC[C@@H]21,0,523.051,2.65292,0
O=C(CCCCCC(=O)N/N=C/[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)O)NO,0,365.339,-2.9275,0
Cc1cccc(NC(=O)Nc2ccc3c(c2)C(=O)N(C)[C@@H]2CC[C@@H](CC(=O)NCc4ccccc4Cl)O[C@H]2CO3)c1,0,577.081,5.37952,0
O=C(CCCCCC(=O)N/N=C/[C@@H](O)[C@H](O)[C@H](O)CO)NO,0,321.33,-2.3807,0
O=C(C[C@@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2C(=O)c2ccncc2)O1)NC1CCC1,0,403.479,0.8899,0
NCc1ccccc1,0,107.156,1.1453,0
O=C(C[C@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2C(=O)Nc2cccc(F)c2)O1)NCc1ccccc1Cl,0,505.974,3.3268,0
O=C(CCCCCC(=O)N/N=C/[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO)NO,0,513.497,-5.1956,0
O=C(C[C@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2S(=O)(=O)c2ccc(F)cc2)O1)N1CCc2ccccc2C1,0,518.607,2.0987,0
O=C(CCCCCC(=O)N/N=C/[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)NO,0,351.356,-3.0198,0
C=C(/C=C\CNS(=O)(=O)c1ccc(C)cc1)[C@H](O)[C@H]1CCCN1S(=O)(=O)c1ccccc1[N+](=O)[O-],0,521.617,2.50812,0
O=C(CCCCCC(=O)N/N=C/[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)NO,0,513.497,-5.1956,0
COC(=O)c1cn(-c2cccc(N)c2)nn1,0,218.216,0.6361,0
O=C(CCCCCC(=O)N/N=C/[C@H](O)[C@@H](O)[C@H](O)CO)NO,0,321.33,-2.3807,0
CCOC(=O)N(C)C[C@H]1OCc2cnnn2CCCC(=O)N([C@@H](C)CO)C[C@@H]1C,0,411.503,0.8909,0
O=C(CCCCCC(=O)N/N=C/[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO)NO,0,351.356,-3.0198,0
COc1cccc(S(=O)(=O)N2C[C@H](O)COC[C@H]3O[C@H](CC(=O)NCCCN4CCOCC4)CC[C@@H]32)c1,0,541.667,0.2218,0
C[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)/C=N/NC(=O)CCCCCC(=O)NO,0,335.357,-1.9922,0
CCO[C@H]1OC(C(N)=O)=C[C@@H](C)[C@@H]1CCCO,0,243.303,0.7732,0
C=C(C(=O)O[C@H]1CC=C(C)C[C@H](O)[C@H]2[C@H](C)C(=O)O[C@@H]2/C=C/1C)[C@@H]1CCC(=C)[C@@H]2C[C@H](O[C@@H]3O[C@H](COC(=O)CC(=O)O)[C@@H](O)[C@H](O)[C@H]3O)C(=C)[C@@H]2C1,0,744.831,2.4387,0
COCCOC(=O)N1C(=O)[C@@]2(c3ccccc31)[C@H](C(=O)N1CCCCCCC1)[C@H]1C(=O)O[C@H](c3ccccc3)[C@H](c3ccccc3)N1[C@@H]2c1ccccc1OCCO,0,787.91,6.2989,0
[N-]=[N+]=NCc1ccccc1C[C@]1(C(=O)NCc2ccccc2)N=C(c2ccc(OCCCO)cc2)O[C@H]1c1ccccc1N=[N+]=[N-],0,616.682,7.0159,1
O=C1O[C@@H](c2ccccc2)[C@@H](c2ccccc2)N2[C@@H](c3ccc(OCCO)cc3)[C@]3(C(=O)Nc4ccc(C#CC5(O)CCCCCC5)cc43)[C@@H](C(=O)Nc3nc4ccccc4s3)[C@H]12,0,859.017,8.0139,1
[N-]=[N+]=Nc1ccccc1[C@H]1OC(c2ccc(OCCCO)cc2)=N[C@@]1(CCS(=O)(=O)c1ccccc1)C(=O)NCc1ccccc1,0,639.734,5.8269,0
COCCOC(=O)N1C(=O)[C@@]2(c3cc(C#CCNC(N)=O)ccc31)[C@H](c1ccc(O)cc1)N1[C@H](c3ccccc3)[C@H](c3ccccc3)OC(=O)[C@H]1[C@@H]2C(=O)N1CCc2cc(OC)c(OC)cc2C1,0,919.988,5.4626,0
[N-]=[N+]=Nc1ccccc1[C@@H]1OC(c2ccc(OCCCO)cc2)=N[C@]1(Cc1ccccc1)C(=O)N1CCCCC1,0,539.636,5.9017,0
COCCOC(=O)N1C(=O)[C@@]2(c3ccccc31)[C@H](c1ccc(OCCO)cc1)N1[C@H](c3ccccc3)[C@H](c3ccccc3)OC(=O)[C@H]1[C@@H]2C(=O)N1CCc2cc(OC)c(OC)cc2C1,0,867.952,6.1083,0
Cc1ccc(S[C@]2(C(=O)NCCCN(C)C)CC(=O)N(Cc3ccccc3C(F)(F)F)[C@@H]2c2ccc(CO)cc2I)cc1,0,725.615,6.18332,0
O=C(N/N=C/[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO)c1ccccc1O,0,314.294,-2.4563,0
C[N+](C)(C)CCCCNC(=O)[C@@H]1C[C@@H]2C(=O)N3CCC[C@H]3C(=O)N2[C@@H]1c1cccc(OCCO)c1,0,487.621,0.9231,0
COCCOC(=O)N1C(=O)[C@@]2(c3cc(C#CCCO)ccc31)[C@H](C(=O)N1CCc3cc(OC)c(OC)cc3C1)[C@H]1C(=O)O[C@H](c3ccccc3)[C@H](c3ccccc3)N1[C@@H]2c1ccccc1OCCO,0,936.027,5.8422,0
[N-]=[N+]=Nc1ccccc1[C@@H]1OC(c2ccc(OCCCO)cc2)=N[C@]1(Cc1ccccc1)C(=O)NC[C@@H](O)CO,0,545.596,3.3586,0
O=C1O[C@@H](c2ccccc2)[C@@H](c2ccccc2)N2[C@@H](c3ccccc3OCCO)[C@]3(C(=O)Nc4ccc(C#CC5=CCCCC5)cc43)[C@@H](C(=O)N3CCCCCCC3)[C@H]12,0,789.973,7.9733,1
[N-]=[N+]=Nc1ccccc1[C@@H]1OC(c2ccc(OCCCO)cc2)=N[C@]1(CCS(=O)(=O)c1ccccc1)C(=O)NC[C@@H](O)CO,0,623.688,2.9799,0
COCCOC(=O)N1C(=O)[C@@]2(c3cc(C#CC4=CCCCC4)ccc31)[C@H](c1ccc(OCCO)cc1)N1[C@H](c3ccccc3)[C@H](c3ccccc3)OC(=O)[C@H]1[C@@H]2C(=O)N1CCc2cc(OC)c(OC)cc2C1,0,972.104,7.9602,1
C[N+](C)(C)CCCCNC(=O)[C@H]1C[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(=O)N2[C@H]1c1cccc(OCCO)c1,0,537.681,1.6596,0
COCCOC(=O)N1C(=O)[C@@]2(c3cc(C#CCNC(N)=O)ccc31)[C@H](c1ccccc1OCCO)N1[C@H](c3ccccc3)[C@H](c3ccccc3)OC(=O)[C@H]1[C@@H]2C(N)=O,0,787.826,3.0113,0
CC(C)C[C@@H]1NC(=O)[C@H]2C[C@@H](C(=O)NCCCCCC[N+](C)(C)C)[C@@H](c3cccc(OCCO)c3)N2C1=O,0,531.718,2.2432,0
O=C1O[C@H](c2ccccc2)[C@H](c2ccccc2)N2[C@H]1[C@@H](C(=O)N1CCCCCCC1)[C@]1(C(=O)Nc3ccc(C#CC4=CCCCC4)cc31)[C@H]2c1ccc(O)cc1,0,745.92,8.3078,1
[N-]=[N+]=Nc1ccccc1[C@H]1OC(c2ccc(OCCCO)cc2)=N[C@@]1(CCS(=O)(=O)c1ccccc1)C(=O)NC[C@@H](O)CO,0,623.688,2.9799,0
NC(=O)NCC#Cc1ccc2c(c1)[C@]1(C(=O)N2)[C@H](C(=O)Nc2nc3ccccc3s2)[C@H]2C(=O)O[C@H](c3ccccc3)[C@H](c3ccccc3)N2[C@@H]1c1ccccc1OCCO,0,818.912,5.5969,0
[N-]=[N+]=Nc1ccccc1[C@H]1OC(c2ccc(OCCCO)cc2)=N[C@@]1(Cc1ccccc1)C(=O)NC[C@@H](O)CO,0,545.596,3.3586,0
COCCOC(=O)N1C(=O)[C@@]2(c3cc(C#CCC(C(=O)OC)C(=O)OC)ccc31)[C@H](C(=O)Nc1nc3ccccc3s1)[C@H]1C(=O)O[C@H](c3ccccc3)[C@H](c3ccccc3)N1[C@@H]2c1ccccc1OCCO,0,993.06,6.4584,0
O=C(CCCCCC(=O)N/N=C/[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO)NO,0,351.356,-3.0198,0
COc1ccccc1OC[C@@H](O)CO,0,198.218,0.4272,0
O=C(Nc1cc(C(=O)Nc2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)cc(C(=O)Nc2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)c1)Nc1cc(C(=O)Nc2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)cc(C(=O)Nc2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)c1,0,1329.256,2.3134,0
NNC(=O)c1cccc(C(=O)NO)c1,0,195.178,-0.5909,0
CC(C)(C(=O)O)c1ccc([C@@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0,501.667,5.5105,0
OCCN1C[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1CO,0,207.226,-3.2621,0
Cn1cnc(S(=O)(=O)N2C[C@@H](O)COC[C@H]3O[C@@H](CC(=O)NCc4cc(F)cc(F)c4)CC[C@@H]32)c1,0,514.551,0.7028,0
COc1ccc([Si](C)(C)[C@H]2[C@H](CCn3cc(CCO)nn3)O[C@@]3(C(=O)N(C)c4ccccc43)[C@@H]2C)cc1,0,520.706,3.1042,0
Cn1cnc(S(=O)(=O)N2C[C@H](O)COC[C@@H]3O[C@H](CC(=O)NCc4cc(F)cc(F)c4)CC[C@H]32)c1,0,514.551,0.7028,0
CN1CCN(C(=O)C[C@H]2CC[C@@H]3[C@H](COC[C@H](O)CN3S(=O)(=O)c3cccc(F)c3)O2)CC1,0,485.578,0.2878,0
O=C(O[C@H]1[C@H](O)[C@@H](CO)O[C@H](c2c(O)cc(O)c(C(=O)c3ccc(O)cc3)c2O)[C@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,0,712.569,1.2179,0
COCCNC(=O)C[C@@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2C(=O)Nc2ccc3c(c2)OCO3)O1,0,465.503,0.7092,0
C=C1CC(=O)C2=C(C)C[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]3C(=C)C(=O)O[C@@H]3[C@@H]12,0,422.43,-0.8653,0
C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](COC(=O)/C=C/c3ccc(O)c(O)c3)O[C@@H](OCCc3ccc(O)c(O)c3)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0,624.592,-1.0159,0
Cn1cnc(S(=O)(=O)N2C[C@H](O)COC[C@@H]3O[C@@H](CC(=O)NCc4cc(F)cc(F)c4)CC[C@H]32)c1,0,514.551,0.7028,0
COCCNC(=O)C[C@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2C(=O)Nc2ccc3c(c2)OCO3)O1,0,465.503,0.7092,0
OC[C@H]1O[C@@H](Oc2ccc(/C=C/c3cc(O)cc(O)c3)cc2O)[C@H](O)[C@@H](O)[C@@H]1O,0,406.387,0.1525,0
CNC(=O)C[C@@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2C(=O)Nc2cccc(OC)c2)O1,0,407.467,0.9725,0
C[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC[C@@]3(C)[C@@H](O)CC[C@@]4(C)[C@@H]3CC[C@@]3(C)[C@@H]4CC[C@H]4C5=CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]43C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,0,780.993,2.882,0
O=C(C[C@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2C(=O)c2ccncc2)O1)NCc1ccc(-c2ccccc2)cc1,0,515.61,3.2046,0
C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]4(C)[C@@H]3CC=C3[C@H]5C[C@](C)(C(=O)O)CC[C@]5(C(=O)O[C@H]5O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]5O)CC[C@@]34C)[C@@]2(C)CO)[C@@H](O)[C@@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)[C@@H]1O,0,973.116,-0.7948,0
Cn1cnc(S(=O)(=O)N2C[C@H](O)COC[C@H]3O[C@@H](CC(=O)NC4CCCC4)CC[C@@H]32)c1,0,456.565,0.167,0
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0,342.3,-1.5459,0
CC(C)(C)OC(=O)CC[C@]1(C(=O)NCCN2CCOCC2)COC(c2ccc(OCCCO)cc2)=N1,0,505.612,1.5337,0
COC(=O)C(CC#Cc1ccc2c(c1)[C@]1(C(=O)N2)[C@H](c2ccccc2OCCO)N2[C@H](c3ccccc3)[C@H](c3ccccc3)OC(=O)[C@H]2[C@@H]1C(=O)Nc1nc2ccccc2s1)C(=O)OC,0,890.971,6.2809,0
