smiles,antibiotic_activity,mol_weight,clogp,clogp_6.5
COc1ccc(NC(=O)N[C@H]2CC[C@H](CCNC(=O)CN3CCOCC3)O[C@H]2CO)cc1,0,450.536,0.5637,0
CN(C)Cc1cn(CC[C@@H]2CC[C@H](N)[C@H](CO)O2)nn1,0,283.376,-0.403,0
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@H]1CN(C)S(=O)(=O)c1ccccc1F,0,586.707,3.3148,0
COCC#Cc1ccc2c(c1)O[C@@H](CN(C)S(=O)(=O)c1ccc(C)cc1)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O,0,550.699,2.08222,0
CC(C)C#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)c1cccc(F)c1)[C@H](C)CN([C@H](C)CO)S2(=O)=O,0,516.635,3.374,0
C[C@H]1CN([C@H](C)CO)C(=O)c2cc(Br)cnc2O[C@H]1CN(C)S(=O)(=O)c1ccc(F)cc1,0,530.416,2.524,0
CC(C)C#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)c1cccc(F)c1)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O,0,516.635,3.374,0
COCC(=O)Nc1ccc2c(c1)OC[C@H](C)N(Cc1cccc(F)c1)C[C@@H](C)[C@@H](OC)CN(C)C2=O,0,501.599,3.4168,0
C[C@H](O)C#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)CN(C)C)[C@@H](C)CN([C@H](C)CO)S2(=O)=O,0,481.615,0.2075,0
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2cc(F)ccc2F)Oc2cc(/C=C/c3ccccc3)ccc2S1(=O)=O,0,585.673,5.0677,0
CC(C)C#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)c1cccc(F)c1)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,0,516.635,3.374,0
CO[C@H]1CN(C)C(=O)c2cc(NC(=O)c3ccc(F)cc3)ccc2OC[C@@H](C)N(C(=O)CN(C)C)C[C@@H]1C,0,528.625,2.9722,0
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)CN(C)C)Oc2cc(C#C[C@@H](C)O)ccc2S1(=O)=O,0,481.615,0.2075,0
C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(C#CC3(O)CCCC3)cnc2O[C@@H]1CN(C)S(C)(=O)=O,0,479.599,0.8497,0
COc1ccc(S(=O)(=O)Nc2ccc3c(c2)[C@@H]2C[C@H](CC(=O)NCC4CC4)O[C@H](CO)[C@@H]2O3)cc1,0,502.589,2.4067,0
C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(-c3cncnc3)cnc2O[C@@H]1CN(C)C(=O)CN1CCOCC1,0,498.584,0.5493,0
CO[C@H]1CN(C)C(=O)c2cc(NS(C)(=O)=O)ccc2OC[C@@H](C)N(C(=O)CN(C)C)C[C@H]1C,0,484.619,0.9523,0
COc1ccccc1C#Cc1cnc2c(c1)C(=O)N([C@@H](C)CO)C[C@H](C)[C@H](CN(C)C(=O)c1ccc3c(c1)OCO3)O2,0,571.63,3.211,0
O=C(C[C@H]1C=C[C@H](NC(=O)Nc2ccc3c(c2)OCO3)[C@H](CO)O1)NCCCN1CCOCC1,0,476.53,0.4499,0
CCCNC(=O)N1C[C@@H](C)[C@@H](OC)CN(C)C(=O)c2ccc(NS(=O)(=O)CC(F)(F)F)cc2OC[C@H]1C,0,552.616,2.9162,0
CO[C@H]1CN(C)C(=O)c2cc(NS(C)(=O)=O)ccc2OC[C@H](C)N(C(=O)CN(C)C)C[C@H]1C,0,484.619,0.9523,0
CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)Nc3cccc(F)c3)cc2OC[C@H](C)N(C(=O)Nc2c(C)noc2C)C[C@@H]1C,0,596.66,5.11264,0
O=C(CN1CCOCC1)NCC[C@@H]1CC[C@H](NC(=O)c2ccccc2F)[C@@H](CO)O1,0,423.485,0.3025,0
COc1cccc(S(=O)(=O)Nc2ccc3c(c2)OC[C@H](C)N(C(=O)Cc2cccnc2)C[C@@H](C)[C@@H](OC)CN(C)C3=O)c1,0,610.733,3.4663,0
C[C@H](O)C#Cc1cnc2c(c1)C(=O)N([C@H](C)CO)C[C@H](C)[C@H](CN(C)C(=O)CN1CCOCC1)O2,0,488.585,-0.1754,0
CCCNC(=O)Nc1ccc2c(c1)OC[C@@H](C)N(Cc1ccc(-c3ccccn3)cc1)C[C@@H](C)[C@@H](OC)CN(C)C2=O,0,573.738,5.2863,0
NNC(=O)C1CCCC1,0,128.175,0.1665,0
CO[C@@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)c3cn(C)cn3)cc2OC[C@@H](C)N(CCC(F)(F)F)C[C@@H]1C,0,561.627,2.9793,0
CNC[C@@H]1Oc2cc(C#CC(C)(C)O)ccc2S(=O)(=O)N([C@@H](C)CO)C[C@@H]1C,0,410.536,0.797,0
Cc1noc(C)c1NC(=O)N[C@H]1C=C[C@H](CC(=O)N2CCN(C)CC2)O[C@@H]1CO,0,407.471,0.26154,0
CNC[C@@H]1Oc2cc(C#CC(C)(C)O)ccc2S(=O)(=O)N([C@@H](C)CO)C[C@H]1C,0,410.536,0.797,0
Cc1noc(C)c1NC(=O)N[C@@H]1C=C[C@H](CC(=O)N2CCN(C)CC2)O[C@@H]1CO,0,407.471,0.26154,0
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#C[C@@H](C)O)cc2O[C@H]1CN(C)C(=O)C1CCCCC1,0,506.665,2.2262,0
COc1ccccc1S(=O)(=O)N[C@H]1C=C[C@H](CC(=O)N2CCN(C)CC2)O[C@@H]1CO,0,439.534,-0.1779,0
C[C@@H](O)C#Cc1ccc2c(c1)O[C@H](CN(C)C(=O)C1CCCCC1)[C@H](C)CN([C@H](C)CO)S2(=O)=O,0,506.665,2.2262,0
O=C(C[C@H]1CC[C@H](NC(=O)CN2CCOCC2)[C@@H](CO)O1)NC1CCC1,0,369.462,-0.5979,0
O=C(Cc1ccccn1)NCC[C@@H]1CC[C@@H](NC(=O)CN2CCOCC2)[C@@H](CO)O1,0,420.51,-0.5127,0
CN(C)Cc1cn(CC[C@@H]2CC[C@@H](NC(=O)Cc3cccnc3)[C@@H](CO)O2)nn1,0,402.499,0.3922,0
Cc1cnc2c(c1NCCN(C)C)c(=O)n(C)c(=O)n2C,0,291.355,-0.08588,0
O=C(N[C@@H]1CC[C@H](CCNS(=O)(=O)c2ccc(F)cc2)O[C@@H]1CO)C1CC1,0,400.472,0.9288,0
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(Br)cc2O[C@@H]1CN(C)C(=O)C1CCCCC1,0,517.486,3.2564,0
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCC3)cc2O[C@H]1CN(C)Cc1cncnc1,0,512.676,2.9189,0
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3F)cc2O[C@@H]1CN(C)CC1CC1,0,500.636,3.3359,0
NCC[C@H]1CC[C@@H](NC(=O)C2CCCC2)[C@@H](CO)O1,0,270.373,0.5501,0
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(Br)cc2O[C@@H]1CN(C)C(=O)C1CCCCC1,0,517.486,3.2564,0
NCC[C@H]1CC[C@H](NC(=O)C2CCCC2)[C@@H](CO)O1,0,270.373,0.5501,0
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(Br)cc2O[C@H]1CN(C)C(=O)C1CCCCC1,0,517.486,3.2564,0
CCS(=O)(=O)N[C@@H]1C=C[C@H](CC(=O)NCc2ccc(Cl)cc2)O[C@H]1CO,0,402.9,0.9701,0
COc1ccccc1-c1ccc2c(c1)O[C@H](CN(C)C(=O)c1ccncc1)[C@@H](C)CN([C@H](C)CO)S2(=O)=O,0,539.654,3.298,0
NCC[C@@H]1CC[C@@H](NC(=O)C2CCCC2)[C@H](CO)O1,0,270.373,0.5501,0
COCC(=O)N1C[C@H](C)[C@H](OC)CN(C)C(=O)c2cc(NC(=O)c3ccc(OC)cc3)ccc2OC[C@H]1C,0,527.618,2.9265,0
NCC[C@H]1CC[C@@H](NC(=O)C2CCCCC2)[C@@H](CO)O1,0,284.4,0.9402,0
CO[C@@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)CC(F)(F)F)cc2OC[C@H](C)N(Cc2cccnc2)C[C@H]1C,0,558.623,3.3918,0
NCC[C@@H]1CC[C@H](NC(=O)C2CCCC2)[C@H](CO)O1,0,270.373,0.5501,0
COc1ccccc1-c1ccc2c(c1)O[C@H](CN(C)C(=O)c1ccncc1)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O,0,539.654,3.298,0
COCC(=O)N(C)C[C@H]1Oc2cc(C#CCC3CCCC3)ccc2S(=O)(=O)N([C@H](C)CO)C[C@H]1C,0,506.665,2.4918,0
CO[C@H]1CN(C)C(=O)c2cc(NC(=O)C3CCOCC3)ccc2OC[C@@H](C)N(Cc2cccnc2)C[C@@H]1C,0,524.662,3.4529,0
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CCOCC2)Oc2cc(C#Cc3cccnc3)ccc2S1(=O)=O,0,527.687,2.6084,0
COCC(=O)N1C[C@H](C)[C@@H](OC)CN(C)C(=O)c2cc(NC(=O)c3ccc(OC)cc3)ccc2OC[C@H]1C,0,527.618,2.9265,0
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3cccnc3)cc2O[C@H]1CN(C)CC1CCOCC1,0,527.687,2.6084,0
CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)C3CC3)cc2OC[C@@H](C)N(C(=O)Cc2ccccn2)C[C@@H]1C,0,508.619,3.0054,0
CNC[C@H]1Oc2cc(C#CCN(C)C)ccc2S(=O)(=O)N([C@@H](C)CO)C[C@H]1C,0,409.552,0.5877,0
O=C(Cc1ccccn1)NCC[C@@H]1CC[C@H](NC(=O)CN2CCOCC2)[C@@H](CO)O1,0,420.51,-0.5127,0
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(-c3ccc(C(=O)N(C)C)cc3)cc2O[C@@H]1CN(C)C(=O)Cc1ccccn1,0,594.734,2.9201,0
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2cnccn2)Oc2cc(C#CCC3CCCC3)ccc2S1(=O)=O,1,540.686,2.9492,0
COc1ccc(NC(=O)N(C)C[C@H]2Oc3ncc(C#C[C@@H](C)O)cc3C(=O)N([C@@H](C)CO)C[C@@H]2C)cc1,0,510.591,2.2065,0
O=C(Cc1ccccn1)NCC[C@H]1CC[C@@H](NC(=O)CN2CCOCC2)[C@@H](CO)O1,0,420.51,-0.5127,0
O=S(=O)(NCCCCN(C/C=C/c1ccc(F)cc1)C/C=C/c1ccc(F)cc1)c1cccc2cnccc12,0,547.671,6.3003,0
O=C(C[C@H]1C=C[C@@H](NC(=O)c2ccncc2)[C@H](CO)O1)NCc1ccncn1,0,383.408,-0.0076,0
CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)NC3CCCCC3)ccc2OC[C@@H](C)N(CCc2ccccc2)C[C@@H]1C,0,550.744,5.1895,0
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(-c3cncnc3)cc2O[C@H]1CN(C)C(=O)NC1CCCC1,0,517.652,2.4962,0
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCC3)cc2O[C@H]1CN(C)Cc1cncnc1,0,512.676,2.9189,0
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(-c3cncnc3)cc2O[C@@H]1CN(C)C(=O)NC1CCCC1,0,517.652,2.4962,0
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccc(F)cc3)cc2O[C@H]1CN(C)S(C)(=O)=O,0,524.636,1.8855,0
CC(C)NC(=O)N[C@@H]1C=C[C@@H](CC(=O)O)O[C@@H]1CO,0,272.301,-0.1468,0
CC(C)C#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)c1cnccn1)[C@@H](C)CN([C@H](C)CO)S2(=O)=O,0,500.621,2.0249,0
CN1CCN(C(=O)C[C@H]2C=C[C@@H](NC(=O)c3ccc4c(c3)OCO4)[C@H](CO)O2)CC1,0,417.462,-0.0063,0
CC(C)CC#Cc1ccc2c(c1)O[C@H](CN(C)C(=O)Cc1cccnc1)[C@H](C)CN([C@H](C)CO)S2(=O)=O,0,527.687,2.9489,0
O=S(=O)(NCC[C@@H]1CC[C@@H](NS(=O)(=O)c2ccccc2Cl)[C@@H](CO)O1)c1ccc(F)cc1,0,507.005,2.0345,0
COCC(=O)Nc1ccc2c(c1)C(=O)N(C)C[C@H](OC)[C@H](C)CN(Cc1cccc(F)c1)[C@@H](C)CO2,0,501.599,3.4168,0
O=S(=O)(NCC[C@H]1CC[C@@H](NS(=O)(=O)c2ccccc2Cl)[C@H](CO)O1)c1ccc(F)cc1,0,507.005,2.0345,0
CC(C)NC(=O)N[C@@H]1C=C[C@@H](CC(=O)O)O[C@H]1CO,0,272.301,-0.1468,0
O=C(N[C@@H]1C=C[C@@H](CC(=O)N2CCOCC2)O[C@H]1CO)c1ccc2c(c1)OCO2,0,404.419,0.0785,0
CN(C)C(=O)C[C@H]1CC[C@H](NC(=O)C2CC2)[C@H](CO)O1,0,284.356,-0.1006,0
O=C(N[C@H]1C=C[C@H](CC(=O)N2CCOCC2)O[C@H]1CO)c1ccc2c(c1)OCO2,0,404.419,0.0785,0
COCC(=O)N(C)C[C@@H]1Oc2cc(C#CCC3CCCC3)ccc2S(=O)(=O)N([C@@H](C)CO)C[C@H]1C,0,506.665,2.4918,0
COCC(=O)N1C[C@H](C)[C@@H](OC)CN(C)C(=O)c2cc(NC(=O)c3ccc(OC)cc3)ccc2OC[C@@H]1C,0,527.618,2.9265,0
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2cccc(F)c2)Oc2cc(C#CCN(C)C)ccc2S1(=O)=O,0,567.705,1.8281,0
CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)CC(F)(F)F)ccc2OC[C@H](C)N(C(=O)NC(C)C)C[C@H]1C,0,552.616,2.9146,0
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(Br)cc2O[C@H]1CN(C)C(=O)C1CCCCC1,0,517.486,3.2564,0
CO[C@@H]1CN(C)C(=O)c2cc(NS(C)(=O)=O)ccc2OC[C@H](C)N(C(=O)C2CCOCC2)C[C@@H]1C,0,511.641,1.8173,0
COCC(=O)N1C[C@H](C)[C@@H](OC)CN(C)C(=O)c2ccc(NC(=O)c3cc(C)on3)cc2OC[C@H]1C,0,502.568,2.21432,0
COCC(=O)Nc1ccc2c(c1)OC[C@@H](C)N(Cc1ccccc1F)C[C@H](C)[C@H](OC)CN(C)C2=O,0,501.599,3.4168,0
CO[C@H]1CN(C)C(=O)c2cc(NS(C)(=O)=O)ccc2OC[C@H](C)N(C(=O)c2ccc3c(c2)OCO3)C[C@@H]1C,0,547.63,2.4332,0
CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)C3CCOCC3)cc2OC[C@H](C)N(Cc2cccnc2)C[C@H]1C,0,524.662,3.4529,0
CCCNC(=O)Nc1ccc2c(c1)C(=O)N(C)C[C@@H](OC)[C@@H](C)CN(Cc1ccc(-c3ccccn3)cc1)[C@@H](C)CO2,0,573.738,5.2863,0
CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)C3CCOCC3)cc2OC[C@@H](C)N(Cc2cccnc2)C[C@H]1C,0,524.662,3.4529,0
O=C(C[C@@H]1CC[C@@H](NC(=O)CN2CCOCC2)[C@@H](CO)O1)NC1CCC1,0,369.462,-0.5979,0
COCC(=O)N1C[C@@H](C)[C@H](OC)CN(C)C(=O)c2ccc(NC(=O)c3ccc(OC)cc3)cc2OC[C@@H]1C,0,527.618,2.9265,0
COC(=O)c1cc(=O)[nH]c2c1c(=O)n(C)c(=O)n2C,0,265.225,-1.2879,0
O=S(=O)(NCC[C@@H]1CC[C@H](NS(=O)(=O)c2ccccc2Cl)[C@H](CO)O1)c1ccc(F)cc1,0,507.005,2.0345,0
O=C(C[C@H]1C=C[C@H](NC(=O)c2ccc(F)cc2)[C@H](CO)O1)NCc1ccncn1,0,400.41,0.7365,0
O=C(C[C@@H]1CC[C@H](NC(=O)CN2CCOCC2)[C@@H](CO)O1)NC1CCC1,0,369.462,-0.5979,0
CO[C@H](CN(C)S(=O)(=O)c1cccc(Cl)c1)[C@@H](C)CN([C@H](C)CO)S(=O)(=O)c1cccc(Cl)c1,0,553.53,3.3367,0
COCC(=O)N1C[C@@H](C)[C@@H](OC)CN(C)C(=O)c2ccc(NC(=O)c3cc(C)on3)cc2OC[C@H]1C,0,502.568,2.21432,0
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)C2CCOCC2)Oc2cc(C3=CCCCC3)ccc2S1(=O)=O,0,520.692,3.2976,0
O=C(C[C@H]1CC[C@@H](NC(=O)CN2CCOCC2)[C@@H](CO)O1)NC1CCC1,0,369.462,-0.5979,0
CO[C@H](CN(C)C(=O)c1ccc2c(c1)OCO2)[C@H](C)CN([C@H](C)CO)S(=O)(=O)c1ccc(F)cc1,0,510.584,2.3492,0
CC(C)(C)c1ccc2c(c1)O[C@H](C(=O)N/N=C/c1ccc[nH]1)CO2.CC(C)(C)c1ccc2c(c1)O[C@H](C(=O)N/N=C\c1ccc[nH]1)CO2,0,654.768,5.2046,0
CC(C)NC(=O)N[C@@H]1C=C[C@H](CC(=O)NCCCN(C)C)O[C@@H]1CO,0,356.467,-0.1635,0
C=CC[C@@H](CC(=O)N[C@H](CO)Cc1ccccc1)C(=O)NC[C@@H](OC(=O)[C@@H](CC=C)Cc1ccc(F)cc1)c1ccccc1,0,600.731,5.2634,0
O=C(C[C@@H]1C=C[C@@H](NC(=O)CN2CCOCC2)[C@@H](CO)O1)NCc1cccc(F)c1,0,421.469,-0.0351,0
C=CC[C@@H](CC(=O)N(CCO)Cc1ccccc1)C(=O)N[C@H](COC(=O)[C@@H](CC=C)Cc1ccc(F)cc1)c1ccccc1,0,600.731,5.5647,0
COc1ccc(S(=O)(=O)N[C@H]2C=C[C@H](CC(=O)N3CCC(Cc4ccccc4)CC3)O[C@H]2CO)cc1,0,514.644,2.5294,0
CC(C)(C)[C@H]1COC(=O)[C@@H](NC(=O)OCC2c3ccccc3-c3ccccc32)CC=CC[C@@H](CC(=O)N[C@H](CO)Cc2ccccc2)C(=O)N1,0,681.83,5.0439,0
O=C(C[C@@H]1C=C[C@H](NC(=O)CN2CCOCC2)[C@@H](CO)O1)NCc1cccc(F)c1,0,421.469,-0.0351,0
O=C(N[C@@H]1CC=CC[C@H](CC(=O)N(CCO)Cc2ccccc2)C(=O)NC[C@H](c2ccccc2)OC1=O)OCC1c2ccccc2-c2ccccc21,0,701.82,5.6718,0
CCS(=O)(=O)NCC[C@H]1CC[C@H](NC(=O)Cc2ccccn2)[C@@H](CO)O1,0,385.486,-0.0218,0
O=C(N[C@H]1CC=CC[C@H](CC(=O)N(CCO)Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)COC1=O)OCC1c2ccccc2-c2ccccc21,0,754.884,6.0231,0
COc1ccc(S(=O)(=O)N2CCO[C@@H]2CNC(=O)C(=O)NCc2ccncc2)cc1,0,434.474,-0.1302,0
C=CCC[C@@H](Cc1ccc(F)cc1)C(=O)O[C@H](CNC(=O)[C@@H](CC=C)CC(=O)N[C@H](CO)Cc1ccccc1)c1ccccc1,0,614.758,5.6535,0
O=C(NCc1ccncc1)C(=O)NC[C@H]1OCCN1S(=O)(=O)c1ccc(F)cc1,0,422.438,0.0003,0
C=CC[C@@H](CC(=O)N[C@@H](CO)Cc1ccccc1)C(=O)NC[C@H](OC(=O)[C@@H](CC=C)Cc1ccc(F)cc1)c1ccccc1,0,600.731,5.2634,0
Cc1cc(C)nc(NS(=O)(=O)c2ccc(NC(=O)c3cccn(OCc4ccc(F)cc4)c3=O)cc2)n1,0,523.546,3.07614,0
C=CC[C@@H](CC(=O)N[C@H](CO)Cc1ccccc1)C(=O)N[C@H](COC(=O)[C@@H](CC=C)Cc1ccc(F)cc1)Cc1c[nH]c2ccccc12,0,653.795,5.6147,0
Cc1ccc(S(=O)(=O)N2CCO[C@@H]2CNC(=O)C(=O)NCc2ccccn2)cc1,0,418.475,0.16962,0
C=CCC[C@@H](Cc1ccc(F)cc1)C(=O)OC[C@@H](NC(=O)[C@@H](CC=C)CC(=O)N[C@H](CO)Cc1ccccc1)C(C)(C)C,0,594.768,5.3269,0
CCS(=O)(=O)NCC[C@@H]1CC[C@H](NC(=O)Cc2ccccn2)[C@@H](CO)O1,0,385.486,-0.0218,0
C=CC[C@@H](CC(=O)N(CCO)Cc1ccccc1)C(=O)N[C@H](COC(=O)[C@H](CC=C)NC(=O)OCC1c2ccccc2-c2ccccc21)C(C)(C)C,0,709.884,6.1474,0
Cn1nc2c(c1N)CCC2,0,137.186,0.491,0
C=CCC[C@H](Cc1ccc(F)cc1)C(=O)OC[C@@H](NC(=O)[C@@H](CC=C)CC(=O)N[C@@H](CO)Cc1ccccc1)C(C)(C)C,0,594.768,5.3269,0
Cc1cc(C)c(S(=O)(=O)N2CCO[C@@H]2CNC(=O)C(=O)NCCCN2CCCC2=O)c(C)c1,0,480.587,0.20376,0
C=CC[C@@H](CC(=O)N(CCO)Cc1ccccc1)C(=O)N[C@H](COC(=O)[C@@H](CC=C)Cc1ccc(F)cc1)C(C)(C)C,0,580.741,5.2381,0
O=C(CN1CCOCC1)NCC[C@H]1CC[C@@H](NC(=O)Nc2ccccc2)[C@H](CO)O1,0,420.51,0.5551,0
CN(C)Cc1cn(CC[C@H]2CC[C@@H](NC(=O)Cc3cccnc3)[C@H](CO)O2)nn1,0,402.499,0.3922,0
COCC(=O)N(C)C[C@H]1Oc2cc(C#CC(C)(C)O)ccc2S(=O)(=O)N([C@H](C)CO)C[C@H]1C,0,482.599,0.6824,0
Cn1cnc(S(=O)(=O)N[C@H]2CC[C@@H](CC(=O)NCC3CC3)O[C@H]2CO)c1,0,386.474,-0.4768,0
COc1cccc(-c2ccc3c(c2)O[C@@H](CN(C)C(=O)C2CC2)[C@H](C)CN([C@H](C)CO)S3(=O)=O)c1,0,502.633,2.9992,0
CC(C)NC(=O)N(C)C[C@@H]1Oc2cc(C#Cc3ccc(F)cc3)ccc2S(=O)(=O)N([C@@H](C)CO)C[C@H]1C,0,531.65,3.0439,0
COc1cccc(-c2ccc3c(c2)O[C@H](CN(C)C(=O)C2CC2)[C@@H](C)CN([C@H](C)CO)S3(=O)=O)c1,0,502.633,2.9992,0
O=C(N[C@@H]1CC[C@H](CC(=O)N2CCOCC2)O[C@H]1CO)c1ccccn1,0,363.414,-0.0312,0
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)CN2CCOCC2)Oc2ncc(C#CCN(C)C)cc2C1=O,0,501.628,0.0054,0
O=C(N[C@H]1CC[C@@H](CC(=O)N2CCOCC2)O[C@H]1CO)c1ccccn1,0,363.414,-0.0312,0
COc1cccc(-c2ccc3c(c2)O[C@@H](CN(C)C(=O)C2CC2)[C@H](C)CN([C@@H](C)CO)S3(=O)=O)c1,0,502.633,2.9992,0
COc1cccc(S(=O)(=O)N(C)C[C@H]2Oc3cc(C4=CCCC4)ccc3S(=O)(=O)N([C@@H](C)CO)C[C@@H]2C)c1,0,564.726,3.3518,0
O=C(C[C@@H]1C=C[C@H](NC(=O)c2ccncc2)[C@@H](CO)O1)NCc1ccncn1,0,383.408,-0.0076,0
O=S(=O)(NCC[C@@H]1CC[C@@H](NS(=O)(=O)c2ccccc2Cl)[C@H](CO)O1)c1ccc(F)cc1,0,507.005,2.0345,0
CCC(=O)N[C@@H]1C=C[C@H](CC(=O)OC)O[C@@H]1CO,0,257.286,-0.2398,0
CO[C@H]1CN(C)C(=O)c2ccc(NS(C)(=O)=O)cc2OC[C@H](C)N(C(=O)C2CCOCC2)C[C@H]1C,0,511.641,1.8173,0
CCS(=O)(=O)NCC[C@H]1CC[C@H](NC(=O)Cc2ccccn2)[C@H](CO)O1,0,385.486,-0.0218,0
O=C(C[C@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2Cc2cc(F)ccc2F)O1)N[C@@H]1CCN(Cc2ccccc2)C1,0,529.628,2.8549,0
CCS(=O)(=O)NCC[C@H]1CC[C@@H](NC(=O)Cc2ccccn2)[C@H](CO)O1,0,385.486,-0.0218,0
CNC(=O)C[C@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2C(=O)c2ccc3c(c2)OCO3)O1,0,406.435,0.3009,0
CCS(=O)(=O)NCC[C@@H]1CC[C@@H](NC(=O)Cc2ccccn2)[C@H](CO)O1,0,385.486,-0.0218,0
CN(C)C(=O)C[C@@H]1C=C[C@H](NC(=O)C2CC2)[C@@H](CO)O1,0,282.34,-0.3246,0
O=C(C[C@@H]1CC[C@@H](NS(=O)(=O)c2ccccc2F)[C@H](CO)O1)NCCCN1CCOCC1,0,473.567,0.2411,0
CCC(=O)N[C@@H]1CC[C@H](CC(=O)OC)O[C@H]1CO,0,259.302,-0.0158,0
O=C(COc1ccc(Cl)cc1Cl)NCCn1ncc2c(=O)n(Cc3cccc([N+](=O)[O-])c3)cnc21,0,517.329,3.0515,0
O=C(C[C@@H]1CC=CC[C@@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)OC[C@@H](Cc2c[nH]c3ccccc23)NC1=O)N[C@H](CO)Cc1ccccc1,0,754.884,5.7218,0
O=C(C[C@H]1C=C[C@H](NC(=O)CN2CCOCC2)[C@@H](CO)O1)NCc1cccc(F)c1,0,421.469,-0.0351,0
O=C(C[C@@H]1CC=CCCC(=O)OC[C@H](Cc2c[nH]c3ccccc23)NC1=O)N[C@@H](CO)Cc1ccccc1,0,517.626,3.2046,0
O=C(C[C@H]1C=C[C@@H](NC(=O)CN2CCOCC2)[C@@H](CO)O1)NCc1cccc(F)c1,0,421.469,-0.0351,0
O=C(C[C@@H]1CC=CC[C@@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)OC[C@H](Cc2ccccc2)NC1=O)N[C@H](CO)Cc1ccccc1,0,715.847,5.2405,0
Cc1cc(NC(=O)C(=O)NC[C@H]2CCCO2)n(-c2nc(=O)cc(C)[nH]2)n1,0,360.374,-0.19386,0
C=CC[C@H](CC(=O)NCCO)C(=O)N[C@H](COC(=O)[C@H](CC=C)CC(=O)OC(C)(C)C)Cc1ccccc1,0,530.662,2.8721,0
CN(C)C(=O)C[C@@H]1CC[C@@H](NC(=O)C2CCOCC2)[C@@H](CO)O1,0,328.409,-0.084,0
C=CC[C@@H](CC(=O)NCCO)C(=O)N[C@@H](COC(=O)[C@@H](CC=C)CC(=O)OC(C)(C)C)Cc1ccccc1,0,530.662,2.8721,0
CCN1C(=O)S[C@@H](CC(=O)O)C1=O,0,203.219,0.545,0
C=CC[C@@H](CC(=O)N(CCO)Cc1ccccc1)C(=O)N[C@H](COC(=O)[C@@H](CC=C)CC(=O)OC(C)(C)C)Cc1c[nH]c2ccccc12,0,659.824,5.266,0
O=C(Cc1ccncc1)NCC[C@@H]1CC[C@@H](NC(=O)C2CCOCC2)[C@H](CO)O1,0,405.495,0.5817,0
C=CCC[C@@H](Cc1ccc(F)cc1)C(=O)O[C@H](CNC(=O)[C@@H](CC=C)CC(=O)N[C@@H](CO)Cc1ccccc1)c1ccccc1,0,614.758,5.6535,0
